"driver_id","trip_id","started_at","acc_3050_avg","acc_5090_avg","gyroscope_distance_avg","acc_highway_sq_of_diff"
29,"36ED9454-3EFE-4851-8697-A2E2CDB7A75B","2021-07-15 19:50:30.0",2.77415,1.64837,0.0502119,1.37608
29,"3708E138-F976-417C-91CF-114B2C7D2A66","2021-05-01 10:45:46.0",,,,
29,"3756ADAD-07D5-488F-82BC-6C5941B57C70","2021-09-11 14:16:54.0",1.75412,1.224,0.0629422,0.0
29,"377D73E1-D8CD-461E-90DA-5B56EF572C58","2021-05-02 10:39:10.0",1.74162,1.29405,0.0642049,0.802171
29,"37C94480-9ADD-4789-AFCE-92521A123094","2021-08-10 21:07:57.0",0.564706,0.0,0.321264,0.0
29,"37D8B7F0-DB50-4B7F-B0BE-4C608C456064","2020-05-24 10:38:27.0",1.46954,1.34319,0.0721809,
29,"38A53665-40D6-4846-A34B-A699E3EC1579","2021-05-08 17:48:55.0",1.22962,1.02968,0.111415,0.0
29,"38F7DC58-4404-400E-ACEB-8D4BAD2A2B17","2021-03-13 10:00:04.0",,,,
29,"39194F7A-E592-428A-A183-177D71361308","2021-04-28 17:16:50.0",1.48333,1.056,0.0807336,0.0
29,"39917099-C091-4695-BA0F-FBAB0E1EBE52","2021-04-23 15:01:20.0",1.78286,11.52,0.319698,0.0
29,"3993474C-5E67-413D-BC16-A07BFA3842A2","2021-07-01 19:08:21.0",1.39075,1.25965,0.0735736,0.0
29,"39A7A91C-B2AE-4B74-A7B7-E820732E306C","2020-05-24 10:40:32.0",1.56836,1.14232,0.353659,
29,"39D87FE2-0B8E-4C16-B9D2-611EC1236899","2021-01-31 14:15:29.0",,,,
29,"3A013F2C-B54F-48A7-9E69-DC4DFB3DF310","2021-05-29 12:20:21.0",1.90654,0.98,0.183672,0.0
29,"3A06461E-4F48-4B06-B4CC-578B40EDC00B","2020-06-28 14:31:22.0",3.86794,2.41565,0.0579079,6.41276
29,"3A09975A-1A7F-47A8-963D-8B71F1AA9183","2021-07-10 17:24:15.0",1.10595,0.0,0.194443,0.0
29,"3A730F33-CF7E-4B18-8FFE-02F4157583CA","2020-11-11 14:25:44.0",1.37165,1.04773,0.109413,0.0
29,"3AD6E8D1-BE95-4C75-A876-5CCE0D426F9F","2021-08-02 14:59:23.0",1.7554,1.65669,0.151591,5.6676
29,"3AFA561C-7265-4408-993A-C4C05A00775D","2021-04-02 11:25:36.0",1.94277,1.241,0.0634,0.0
29,"3B1D8CCF-1134-4808-A024-D5A0F996A342","2021-05-01 16:11:50.0",1.98632,2.29579,0.0847447,0.0
29,"3B3466FB-257E-4952-8848-E7A316712F11","2021-01-27 18:08:54.0",0.793728,0.610909,0.0648602,0.0
29,"3B42A2D9-E854-4769-B50A-93347E9552BC","2021-10-08 12:18:22.0",2.04,0.99,0.0871866,0.0
29,"3B862029-2B85-44B5-A24C-5BDBDCC5D587","2021-03-22 16:58:22.0",,,,
29,"3BA11131-0CF2-40D0-B266-69AF1C490580","2021-06-27 21:06:18.0",2.67375,0.84,0.125289,0.0
29,"3BBA5D59-3133-4014-8968-C74214801454","2021-11-07 18:42:54.0",0.927059,1.68,0.056786,0.0
29,"3BD97F50-9DF9-4487-A23D-578035A2AE74","2021-05-08 17:49:12.0",1.5888,0.96,0.0657934,0.0
29,"3C483C90-9C19-4DE2-B52A-11FD40F7716D","2021-10-04 11:06:27.0",1.97958,1.27333,0.0813711,0.0
29,"3C9021DE-7476-4A05-B1E0-E18701021048","2021-07-20 21:50:21.0",2.02029,1.71695,0.0355067,1.45443
29,"3CD9DC55-736F-4C62-80B2-9D3FC96A23C5","2021-01-11 16:45:36.0",1.03846,0.591724,0.153616,0.439714
29,"3D5970C4-4FEC-4E10-BEAB-3D086EC88709","2021-06-27 21:04:56.0",1.35215,1.31908,0.16545,0.0
29,"3D9D4687-EC3D-460C-8EC3-A5A5EAFABA86","2021-10-15 11:47:53.0",1.81882,1.212,0.070793,0.0
29,"3DCBA421-999F-44B0-93F1-3DD7458A567C","2021-06-03 21:05:11.0",1.40816,0.0,0.0457451,0.0
29,"3DD2865C-5B1C-4D3F-882F-7AD244F54224","2021-08-08 17:14:25.0",1.58377,1.30402,0.154241,2.12842
29,"3E0787DE-6FBF-460B-9495-2C5804EBCAEA","2020-05-31 18:07:35.0",1.16512,0.800455,0.0688128,0.0
29,"3E570687-FA81-4F34-98E7-9C1F458F98D3","2021-02-05 12:19:23.0",0.0,0.0,0.422489,0.0
29,"3E90FB75-D447-4D37-AF81-D4E3717015DD","2021-03-03 15:43:40.0",1.93404,1.68414,0.168516,0.0
29,"3F073756-4D9B-4DDC-BBCE-4DECF9556F31","2021-01-23 12:59:44.0",1.04106,0.744939,0.0502864,0.0
29,"3F915365-5417-4910-B105-DFC9DFABC307","2021-09-15 18:15:15.0",,,,
29,"3FEF0B70-B8CC-45FD-8A1C-B2FE173D14C4","2021-06-13 18:14:00.0",1.3728,1.14,0.540898,0.0
29,"4029BA76-78DD-4550-ABB5-414AB7BFBC42","2021-10-21 15:27:19.0",,,,
29,"403C9DE9-453C-4A4C-AC99-376301D6371F","2021-08-30 15:42:35.0",0.809906,0.54,0.209906,0.0
29,"411A4456-B2BF-4379-B1E5-3E881210A147","2021-05-15 10:50:23.0",2.1,2.02547,0.118106,3.40183
29,"4196A09D-DA8A-4773-B34B-AEC47C10731F","2021-11-16 13:33:22.0",2.58818,1.97506,0.0664778,0.0
29,"419B81C5-1CF3-4D11-A60D-8FFCB38A7B4A","2021-06-27 21:05:12.0",1.80457,1.07234,0.0983274,0.0
29,"41F6C30A-DB31-40DD-9BF3-7A5AA4EA01E1","2021-07-28 08:16:55.0",1.13067,0.0,0.207816,0.0
29,"4225E343-DC10-468F-B457-67E471B23ABB","2021-08-08 17:14:57.0",2.01511,1.26088,0.247308,2.20953
29,"4297F172-1465-4C9A-A37B-0950797E5CF4","2021-11-05 16:27:53.0",,,,
29,"42A45831-C4F6-4695-AF58-962D88B44770","2021-10-03 16:45:03.0",1.88727,0.0,0.0694873,0.0
29,"430FABF3-39E5-487E-B620-5745BEE4067C","2020-06-27 08:15:31.0",1.38385,1.8,0.0665468,0.0
29,"4336A606-6C13-4E4A-8A1C-C621549ABAA9","2021-07-29 18:53:43.0",2.52862,1.86429,0.0643523,1.82073
29,"44DB511E-7620-4C50-A29E-59027961AF8F","2021-09-13 20:47:39.0",1.38754,0.982737,0.130123,0.0
29,"44F26F14-61A9-41E8-8195-590DA0B9A41B","2021-09-27 09:03:55.0",2.48857,2.17183,0.180062,0.0
29,"44FBFE27-F2E9-4ADA-922B-02B12C7F077D","2020-11-27 10:46:20.0",1.83517,0.96,0.285484,0.0
29,"45079C4F-2893-460F-9D1F-4F3BA30EACB5","2021-09-28 09:29:42.0",2.164,2.28696,0.21511,0.0
29,"4520A935-DA05-49E9-8EA4-EDEAEC26DA10","2020-12-23 16:43:09.0",3.024,1.12,0.309188,0.0
29,"45490D48-ADAD-4EBB-982F-6A440C093789","2021-05-23 13:35:16.0",1.55217,1.172,0.110626,0.0
29,"45860855-5C1E-456D-9F45-156DBC201789","2021-09-19 17:42:16.0",,,,
29,"4730F396-4740-4BA4-8BD5-3A4970F65D1D","2021-02-12 16:32:30.0",2.04182,1.2,0.24836,0.0
29,"48C5E4FE-9E4C-487D-8D22-035E0AD0AAB3","2021-06-04 14:35:38.0",1.63592,1.2,0.187861,0.0
29,"4952499C-1468-4535-993B-BEE15CED0E6C","2021-04-18 18:01:55.0",2.55,1.52182,0.0985547,0.0
29,"4A6CA915-3815-43CE-870B-F6AEAFAE2BEF","2021-04-29 13:29:08.0",2.26286,1.07064,0.0679243,0.653695
29,"4AA5B181-70A2-42A1-9C3C-CF993AF49836","2021-08-18 17:16:56.0",0.769756,0.0,0.0797015,0.0
29,"4AFB7AEF-4C44-46E8-88A0-969BD218B8F8","2020-11-07 11:48:49.0",1.63615,0.0,0.13003,0.0
29,"4B3943F1-E780-429E-A158-F68F40BCD915","2021-08-28 18:06:02.0",,,,
29,"4B8FFCAC-08B3-4A5B-92AB-EFE2B1CF885B","2021-03-29 14:26:58.0",2.07607,1.57684,0.0601841,0.0
29,"4B9AB5F1-CD0A-4AB8-9215-7F901A5373CD","2021-11-07 13:41:25.0",1.45745,0.84,0.0692231,0.0
29,"4BECAF22-4821-4358-980E-4D497A042B15","2021-10-12 17:36:14.0",1.18309,1.13257,0.0596272,0.0
29,"4C34015D-82EA-4032-9D5C-37C3C06CD02F","2021-11-14 18:10:23.0",2.60986,1.47631,0.0679548,0.79344
29,"4CADEA2C-1F25-44FD-A2BA-DE6F6503138C","2021-10-10 16:31:52.0",1.66971,0.0,0.300749,0.0
29,"4CCFA135-109A-42D1-A181-8D7F8A8A2687","2021-04-29 13:33:29.0",2.49143,1.90452,0.0692331,0.0
29,"4D404473-ED33-4936-886A-FA27D9476C0F","2021-07-12 07:41:00.0",1.24246,0.952,0.487306,0.0
29,"4D740432-596D-4015-9532-14E4E4C0490A","2020-06-13 11:12:10.0",1.43123,1.3487,0.076973,0.0
29,"4D9194B9-B952-44F4-91E2-0810275D0001","2021-05-23 13:35:15.0",1.492,1.05112,0.087433,0.0
29,"4E1F2679-A464-4E66-B326-2272805A3516","2021-11-06 23:00:17.0",2.15745,1.59626,0.058955,0.0
29,"4E295210-4233-4AE3-82FF-856DB3F85B3F","2021-04-29 13:29:04.0",0.973333,0.0,0.056623,0.0
29,"4E439762-8B93-4A79-96EF-790EA7CBE3EA","2021-10-16 11:31:54.0",1.71162,0.950609,0.169305,0.0
29,"4E84BD6B-D909-43D3-8D55-4A6FF8B58FDF","2021-06-04 14:35:29.0",,,,
29,"4F4E4B1F-4FCA-4E23-9A95-D09F37646BD8","2020-06-28 14:31:17.0",0.977143,0.0,0.037091,0.0
29,"4F4FD841-A121-451A-BAC6-384E00DD0ABD","2021-09-25 12:09:51.0",1.764,0.0,0.18935,0.0
29,"4F9EB8C7-6840-4228-9F9B-26563B84D805","2021-03-20 19:07:23.0",1.4756,1.17796,0.0735565,0.0
29,"4FA0BBB7-27E8-4301-8C05-E34609953871","2021-11-07 18:42:55.0",0.702222,0.0,0.0430732,0.0
29,"4FACB97C-8FE6-40B8-BA5E-40CAA956895D","2021-10-21 13:31:34.0",1.13806,0.825,0.155102,0.0
29,"4FBF5EAA-74CA-4252-B969-FB293A536D00","2021-02-06 09:18:07.0",1.57256,1.3977,0.0492218,0.0
29,"4FC18076-BDA1-42C9-A21A-11EEB2CDAC19","2021-08-10 07:45:18.0",1.45413,1.45013,0.196779,4.92007
29,"50698A37-1760-447A-858A-70773E37ED35","2021-07-18 17:58:33.0",1.14936,0.587234,0.116733,0.0
29,"50BF5CCD-5A12-4AFA-A454-8CEDC0057E7C","2021-08-19 16:13:50.0",1.44692,0.952896,0.257569,2.05171
29,"50F4E376-06E0-4F86-920A-AD1D7F56A70B","2021-11-10 18:50:05.0",2.28462,2.94857,0.105931,0.0
29,"5164B903-5DCE-457D-B9BF-EE0528399223","2021-02-06 09:18:04.0",1.575,0.0,0.0665139,0.0
29,"5176EBD2-E1A5-4184-BE9F-3F931F6C5F53","2021-04-24 12:37:21.0",2.08865,1.22348,0.0584106,0.0
29,"51C35F4E-2C2F-4C22-B3EE-1A3024B8DC7E","2021-07-04 06:36:51.0",0.72,0.0,0.160702,0.0
29,"51DB0E69-95BE-4BA9-8467-46F7FAFDE7D1","2021-04-18 15:48:02.0",2.08132,1.57354,0.196065,0.815222
29,"5235A292-534F-4614-BD91-A2104CE2F786","2021-07-07 14:18:30.0",0.757949,0.533333,0.21923,0.0
29,"527DE998-9D00-4D41-8C5D-AA52193F8566","2021-07-18 17:58:24.0",0.955385,0.0,0.2088,0.0
29,"527F46B0-A631-4954-AE8A-B42705ADFEF3","2020-05-19 18:20:45.0",0.740952,0.0,0.0957106,
29,"52890280-3970-49C8-837A-28097FB08118","2021-05-22 10:51:41.0",1.08992,1.38,0.155451,0.0
29,"5313964C-75FE-4303-A948-97169290F14F","2020-06-21 13:35:20.0",1.52052,1.27143,0.0470657,0.0
29,"534D1C5F-2992-4E90-AE87-5BD3F3ECF62E","2021-02-05 12:21:08.0",1.28962,0.804,0.16078,0.0
29,"535E1B7B-9459-4E2D-B79C-E00EA7107328","2020-06-21 13:35:17.0",1.69692,2.28,0.103321,0.0
29,"53AB5A5D-B042-4424-96BB-0737556E4FED","2021-10-11 17:29:25.0",2.16846,1.58299,0.251961,1.21745
29,"53F2539A-489E-4F8B-91F2-2ABAE50F7550","2021-06-19 13:17:04.0",2.03668,1.27832,0.186134,0.0
29,"54269DA3-629C-4390-8B35-56B23DF13842","2021-09-18 16:13:14.0",0.96355,1.01739,0.0688929,0.0
29,"5431F126-A68B-4423-9C3E-AECCBEE3B96E","2021-08-08 17:14:39.0",1.42364,0.0,0.367008,0.0
29,"54452FCA-96F6-4953-8924-127485DA9259","2021-05-15 05:45:34.0",1.95825,1.18377,0.0985878,0.0
29,"5465BFB5-CECB-4638-A13C-4D33F5FF70D8","2021-03-22 17:00:51.0",,,,
29,"54C84CEC-B26C-43CF-B78F-097C4BFDB159","2021-05-18 17:55:49.0",,,,
29,"54CE41D7-ED04-40B3-AD75-6DA2412A4439","2021-08-18 15:11:30.0",2.14824,1.45594,0.0763101,0.0
29,"54D5522F-FCA2-48FE-9CFB-B2AAD968C02C","2020-06-24 14:44:58.0",2.07291,1.28137,0.0798602,0.0
29,"54D7BDDB-2039-4E03-9A4A-A4F2C2B56D4A","2020-06-05 19:00:07.0",1.56,1.14912,0.0350336,3.33158
29,"54EB7DDA-7320-4C04-BC5C-489ABBF11086","2021-10-21 15:27:27.0",2.17187,1.79631,0.28962,0.0
29,"558AF52D-4A2E-494F-98E7-0E0993C5764D","2021-08-21 16:02:30.0",1.93145,1.33773,0.26626,2.06018
29,"56247CC1-A1DE-41E8-A243-2C355A3E47E9","2021-07-27 12:37:59.0",0.855484,0.616,0.0998744,0.0
29,"56369280-EF10-45DF-AF3A-931076F6FCE0","2021-06-11 14:39:21.0",1.095,1.512,0.0494804,0.0
29,"56721FD4-F57D-4B09-BF6D-50E98429C15D","2021-08-20 21:40:42.0",1.06521,1.19448,0.106986,1.07362
29,"56894030-006D-4F74-9D85-8844582A5359","2021-08-12 17:47:57.0",1.82609,0.929778,0.327001,0.0
29,"568AE81B-18A2-4E75-BF76-81239668FAE2","2021-05-09 11:50:14.0",,,,
29,"56FFA228-3341-47C6-8ABA-E4CE2A47A1D7","2021-08-02 11:38:50.0",1.43727,0.831923,0.0586232,0.0
29,"5889E445-E2BF-4615-A7AB-8ECE5EEC6555","2020-06-20 14:09:45.0",1.68,0.677143,0.0752302,0.0
29,"58CB10D4-EBC2-4E18-B304-03D68F411472","2020-11-19 18:34:25.0",1.57121,1.11,0.0969007,0.0
29,"593881CA-E7E2-472D-A1F6-77357875E132","2020-06-03 17:11:37.0",1.64409,1.06718,0.0958901,0.0
29,"595A98CD-D46A-4B40-A7AF-FBCF6E23B2C1","2021-06-10 16:05:14.0",,,,
29,"59815E65-2191-489B-ADCC-C462A1BD0FF9","2021-06-08 17:50:54.0",,,,
29,"59C7255F-5A85-4E92-977D-B4D777D9F3B3","2021-08-04 17:58:11.0",1.12923,0.96,0.116113,0.0
29,"59CD8FBA-E8EE-41D9-BB47-44DA7FAAF4DB","2021-06-21 17:53:51.0",1.72977,1.25847,0.114212,0.0
29,"59D0B15F-7EC1-4BBC-AD55-746FD79EF10A","2021-11-06 13:43:55.0",1.06643,0.846154,0.0578378,0.0
29,"59D77B1C-373B-4BF4-8D97-331ECB04DA5C","2021-03-13 09:58:20.0",,,,
29,"5A2EFA87-2BFD-4145-8D08-7E6DB64683EC","2020-05-10 16:15:05.0",1.68706,0.905225,0.186061,
29,"5ACF3EEF-FB2E-45E7-82D2-7009B0A57D08","2021-06-11 14:39:27.0",1.50322,1.11494,0.0830202,0.0
29,"5B6AE48A-BF2F-4687-814D-FF016C88610A","2021-11-07 18:42:49.0",,,,
29,"5B722E20-7245-40B5-B106-87ECF07B9DD1","2021-08-28 18:06:04.0",,,,
29,"5BBEA709-1E31-4CEC-AA9F-AD3D4599AF06","2021-10-18 20:25:48.0",1.6776,1.73725,0.0882392,0.0
29,"5BE0D6A6-2B1E-40C0-9BF3-922F34D938FD","2021-06-04 14:35:35.0",1.32757,1.06,0.214041,0.0
29,"5BEDDA89-6751-4AF5-B044-42F945A7DE89","2020-06-29 21:09:57.0",1.41474,0.0,0.166049,0.0
29,"5C94D082-5C97-4EBE-A8D3-5617D720FB1A","2021-11-12 18:32:32.0",4.068,2.01913,0.0321914,3.43789
29,"5CFA59DE-D7DA-4492-B0D5-55C79F1D3C36","2020-06-25 08:11:56.0",1.32242,1.00312,0.0544871,0.0
29,"5D060EFB-64F4-4097-98E9-B887250A6F9C","2021-08-17 15:08:13.0",2.16,0.84,0.0884906,0.0
29,"5D27B129-C75C-4B17-A133-C9829B01164B","2021-10-17 09:42:02.0",2.14,0.9,0.147508,0.0
29,"5D899C39-AD81-431F-B945-985F183FCAFF","2020-06-06 17:01:06.0",1.7925,2.84727,0.0802822,4.39474
29,"5DE02CC6-4BA6-4CB5-B83F-0A7F80EC5118","2021-11-06 06:05:47.0",3.27987,1.18627,0.193322,1.18779
29,"5E318DF0-2A8B-4F23-9F63-E8F78520346E","2020-12-06 17:25:56.0",1.59429,0.965217,0.302212,0.0
29,"5E73A110-AA12-43A1-BC37-765A146BD3C0","2021-04-26 17:36:25.0",1.5093,1.24,0.0798661,0.0
29,"5E9E45E0-321E-45AA-8775-803D6BFACD96","2021-08-22 15:00:19.0",1.21091,1.15474,0.124381,1.33104
29,"5F1CC009-3F28-4CAB-BD85-496A7BF86FFC","2021-07-12 07:40:53.0",,,,
29,"5F2C872A-BCE6-4ECE-A34B-7217152F3F32","2021-10-23 11:46:12.0",1.06313,0.0,0.0570133,0.0
29,"5F960D31-B505-4004-BB12-B46DB35B9273","2020-06-21 13:35:24.0",1.53919,1.10904,0.11141,0.0
29,"60522922-9CA9-41AD-B8C0-4049BE5832F7","2021-07-29 18:53:39.0",2.93788,2.0322,0.056412,2.54429
29,"609B2290-6A8A-485C-BC8B-D107A8B8818D","2021-10-21 15:27:29.0",1.87065,0.79708,0.0898801,0.0
29,"6107FDB4-B6F5-4973-B876-C2E199A21405","2021-04-29 18:10:49.0",0.949412,0.0,0.089433,0.0
29,"610F83AD-5710-4422-86E9-77689C4738AF","2021-04-04 17:23:34.0",1.11284,0.42,0.191491,0.0
29,"61177B5C-AEB1-4727-B229-FA0FB6C6735A","2021-10-06 17:31:51.0",0.883636,0.0,0.0576578,0.0
29,"6143BB9C-F0B7-43DB-B8BE-569A81365F55","2020-06-20 17:45:09.0",1.43099,1.09017,0.115138,0.0
29,"62620E76-530F-47FC-85B3-B3375696223E","2021-09-14 18:44:20.0",2.15715,2.00721,0.1825,5.94712
29,"62E7EDB3-82D9-4F41-8A6D-FE138E170D10","2021-07-09 18:39:26.0",1.38667,0.0,0.267257,0.0
29,"64154855-663B-4FE8-A80C-9E3ECD918576","2020-05-16 12:37:16.0",1.87472,1.15838,0.110442,
29,"64155CD1-7A08-4BD6-87DB-277A607768CA","2021-06-29 18:28:58.0",2.18791,0.97875,0.0772914,0.0
29,"644AB2AB-CE06-4F17-BFC9-45D3821A118B","2021-02-05 12:21:04.0",1.21846,0.0,0.28166,0.0
29,"64507674-A5B5-4D77-A7BD-F010A38311A9","2021-02-09 14:51:15.0",,,,
29,"6477EDB1-1F07-4493-BF6C-2A453E53937B","2021-07-28 18:13:25.0",1.26898,1.01695,0.123318,0.0
29,"647BD366-F602-4E9D-92C7-1F0C19EA2556","2021-09-07 18:11:46.0",,,,
29,"64D7AAE7-1FB6-4064-AAB7-F181795EEC20","2021-07-27 12:38:18.0",1.6335,0.998491,0.309813,0.0
29,"64F2615D-E99C-4959-83DA-F4790C01FE84","2020-05-04 15:24:18.0",1.70257,1.44283,0.176186,
29,"655525A6-09B6-4D98-ADDE-024D29EB4B9E","2021-03-27 09:05:08.0",1.91868,1.19189,0.312775,0.0
29,"65CBA3CD-AA5F-4177-9081-AA06412FDDDD","2021-08-15 22:11:40.0",1.38764,0.862345,0.0750667,0.0
29,"65E3EDA8-1D17-406C-8AF1-FD7012233DC5","2021-09-05 16:50:55.0",1.73143,1.405,0.0515834,0.0
29,"66428D50-08F6-4F00-9999-79C96F1AB2DE","2021-05-19 17:06:26.0",1.36239,1.02414,0.071649,0.0
29,"6652A8B7-31C2-4C4D-B74F-F12F7A4183A0","2021-03-28 11:55:31.0",,,,
29,"6666A6AC-1A30-443F-95A3-A56D6F31B185","2021-09-17 23:12:20.0",,,,
29,"668AB2C7-C079-4905-B5B0-EFE989F6FA80","2021-07-11 15:50:30.0",0.905455,0.0,0.207943,0.0
29,"66B0A105-2790-4125-8F0E-17CF84B6C604","2021-09-18 16:12:56.0",,,,
29,"66CA1E0A-A44C-4A00-B19C-320FB276D620","2021-10-22 15:45:02.0",1.64455,0.72,0.0579696,0.0
29,"66DADACF-0F22-4441-A327-D8CFB5BAAC5C","2021-04-10 08:47:46.0",1.81455,1.34,0.0916643,0.0
29,"66DB3354-CE49-4913-B4A5-6BDDB7B0EACF","2021-06-02 17:18:00.0",1.56187,0.957447,0.0564559,1.13881
29,"66EC3F63-8BB3-40ED-B31D-26074D4E7131","2021-06-27 21:04:46.0",,,,
29,"67287A55-743C-4FEE-AE5F-D482D1EE6985","2021-03-02 13:47:09.0",1.995,0.0,0.199777,0.0
29,"678EA284-562C-4ED4-A93B-047038C579D7","2020-06-07 18:57:28.0",1.24685,0.730631,0.0931429,0.0
29,"67B1EABD-5A09-449A-987A-455D00B0CD0C","2021-07-07 08:53:30.0",,,,
29,"68058226-9659-4850-8268-348944695C29","2021-09-12 14:42:51.0",1.38,0.0,0.259589,0.0
29,"68429120-15A2-4B7D-92E6-FA5024FBCBF5","2020-12-30 17:59:53.0",,,,
29,"68AAD404-1C0C-406D-A127-9CF10F297151","2020-12-15 14:42:56.0",1.24421,0.0,0.53834,0.0
29,"68E252B3-0750-4B0A-97E9-03113971C4AB","2021-04-10 08:47:41.0",1.50162,0.704,0.0561896,0.0
29,"68F270B7-3DC5-4391-92F0-61D6DD50711D","2021-02-06 09:17:55.0",1.9125,2.4,0.0382007,0.0
29,"692B36C4-B854-4627-B8F0-2AC371A731DD","2021-09-09 15:19:05.0",1.62883,1.24,0.045284,0.0
29,"695432ED-36D4-4E80-9721-BFCB952C81E6","2021-07-07 08:53:36.0",0.892727,0.0,0.157042,0.0
29,"695BD49D-F498-449F-852B-BE46AF993DA0","2020-06-05 19:00:09.0",1.82154,1.25797,0.125341,0.0
29,"69DBEB85-F2CA-48D6-ABBF-25B01652BE03","2021-05-04 12:02:58.0",1.8288,1.69263,0.103932,0.0
29,"6A487C69-613E-432A-8269-72ED2A8B26B7","2021-07-29 18:53:18.0",,,,
29,"6B385868-9A61-453E-8F36-2D732E49561D","2021-06-27 21:04:44.0",1.77892,1.44437,0.242108,0.0
29,"6BD37E85-73E5-42D5-A525-25720B860567","2021-06-17 21:41:48.0",0.767143,0.0,0.0627431,0.0
29,"6C2B5F39-AE50-49EA-8EA8-87B96CB07B6B","2020-05-17 12:11:10.0",2.709,1.35603,0.118355,
29,"6CAC1881-D6F8-4828-9D4F-E49CD258ECDC","2021-10-12 17:36:35.0",,,,
29,"6D238A2E-CCEB-4FD1-82C9-C1561BA7A082","2021-10-22 15:40:02.0",2.26091,2.04,0.0610473,0.0
29,"6D82C5B7-AC6D-43EC-9D01-DE5F71075D85","2021-06-05 11:27:56.0",,,,
29,"6E0CD6CC-7DCC-4E80-8C73-205D5EE7E64F","2020-12-24 12:18:57.0",,,,
29,"6E23E48F-CAEC-4594-BBFC-BCF46E6863D2","2021-04-26 17:26:56.0",1.57818,1.1713,0.0918622,0.0
29,"6EA2046A-19FD-4F92-89DC-E51DB2CECD9E","2021-07-10 17:24:06.0",0.821538,0.0,0.199717,0.0
29,"6EADAC64-9B97-4BE1-9B7C-9967038CD686","2021-08-01 00:26:35.0",1.39395,1.21267,0.296296,0.0
29,"6EB2D015-8082-4DF1-8EEC-333FEC1AC476","2020-11-24 11:55:33.0",1.696,1.23111,0.138367,0.0
29,"6EFDFB02-3F14-4693-ACD0-4256103631EE","2020-05-20 16:14:21.0",2.18211,1.30723,0.27532,
29,"6F101293-F309-42F9-9191-CECDFCA104D9","2021-05-02 09:24:07.0",,,,
29,"6F7CFC91-39BF-44BA-80E3-B0C744A40502","2021-11-16 13:37:02.0",1.85118,1.77306,0.0404311,0.0
29,"6FB49571-981A-46D8-9B94-242E09CC9DDD","2021-04-22 16:11:32.0",4.656,1.1617,0.0533108,0.0
29,"6FE77647-AAC1-4189-B10D-E81F2B9E5699","2021-08-19 22:15:39.0",0.979756,0.813494,0.0708667,1.76939
29,"70F33E25-73AF-401B-A73E-5D5604A47CF8","2021-07-04 06:36:52.0",0.989062,0.0,0.235009,0.0
29,"71DB38DF-4054-4090-94FB-16A60A6B4E7C","2021-10-22 15:44:52.0",1.5871,0.96,0.439406,0.0
29,"721AF221-F4FD-4B8B-B5CE-8C1F963A930E","2021-08-30 15:42:35.0",,,,
29,"7229B0D0-4DCB-494B-AB7F-45080DD62081","2021-09-24 12:01:32.0",2.45571,2.21455,0.111244,0.0
29,"7263694B-0DCA-4594-84B7-52CF2002FC79","2021-01-23 12:59:55.0",1.25538,0.512,0.0624664,0.0
29,"726721EF-C705-4279-96FF-059FD1C29302","2021-06-17 21:45:27.0",1.29429,0.0,0.136973,0.0
29,"728940EB-392C-4171-9650-6043B449F829","2020-05-16 12:47:16.0",0.501818,0.216,0.138752,
29,"72D7D62F-221A-4F1B-8CDB-D547840D6932","2021-02-14 10:14:34.0",0.785217,0.0,0.0490693,0.0
29,"7356964D-2D13-4797-856F-75DA4F57C244","2021-05-16 12:30:07.0",1.53608,0.925545,0.0695243,0.0
29,"7356AF6C-42EF-4209-A85C-A59BB42941EB","2021-07-28 18:11:26.0",1.67363,1.08143,0.198005,0.0
29,"735BD532-2121-42E6-BCA7-FD6715229ABC","2020-12-24 12:19:03.0",3.18,0.936,0.264081,0.0
29,"735D3569-009C-410B-988D-F5CDBB98C138","2021-10-17 16:40:55.0",1.57831,1.41771,0.0777432,0.0
29,"73929E3E-208F-439F-B25D-73A74F72AC53","2021-09-13 20:47:33.0",1.22,1.24,0.230213,0.0
29,"73950464-3C45-435A-B8B7-756AAAE4CFD0","2021-06-28 18:13:57.0",0.936,0.28,0.0491785,0.0
29,"73A1DC4F-3BCD-47C1-BABC-370C4E1AAD5A","2021-08-28 18:06:12.0",1.07668,0.0,0.230525,0.0
29,"742A1DF5-BDFC-45DF-ABF4-87FF97378D97","2021-07-04 06:36:41.0",0.811546,0.58,0.373565,0.0
29,"74865B26-DDB3-4DF2-96E6-6E3505999C60","2021-02-22 18:32:12.0",2.41735,1.39343,0.0634097,0.0
29,"75AD25C4-C085-462F-8DA2-BA5BE35732EC","2021-04-05 13:17:06.0",1.08,0.0,0.0552649,0.0
29,"75C30B6B-9D73-421F-8508-9ACA0F87355A","2021-06-22 17:38:38.0",1.82609,0.0,0.096157,0.0
29,"7604BD00-67CF-4855-B254-C02AECAA1F1F","2021-11-14 18:10:19.0",2.80615,1.92,0.0672914,0.0
29,"763EB285-7A49-4615-AF39-A4FECA6B49C2","2021-03-27 09:05:09.0",2.202,1.02987,0.297163,0.0
29,"7658084E-D1E9-4FCF-85B6-3350293B1C23","2021-09-23 17:55:09.0",1.62316,0.0,0.102724,0.0
29,"76858505-05C6-40AD-9675-D93A3804CB91","2021-09-03 07:46:23.0",1.40372,12.6,0.216752,0.0
